,title,rating,body
798,Be careful what region you buy from!,2.0 out of 5 stars,"I ordered a yellow one thinking it’s coming from the US since I live here but turns out the switch came all the way from Asia! which was bad at first because I thought that there was gonna be a ac adapter problem due to the chargers not being the same as the ones here and not fitting the wall, but they send me a extra top outlet plug thing so I can put that on the charger and plug it in just fine!"
799,I would give this 10 stars if I could!,5.0 out of 5 stars,It has a great variety of games and an awesome display screen. It's my favorite way to pass the time.
800,Great Product,5.0 out of 5 stars,Came in perfect condition! Would really recommend this buyer! :)
801,Wonderful!,5.0 out of 5 stars,Perfect gift for a teenager!
802,Great product,5.0 out of 5 stars,"Arrived within a day, very well packed. It was an excellent Christmas gift for the family"
803,super fun,5.0 out of 5 stars,i play it almost every day! def worth the monies
804,All in all great,5.0 out of 5 stars,I love my switch thank you
805,I love it!,5.0 out of 5 stars,It’s super easy to use and the large screen is lovely.
806,Quality,5.0 out of 5 stars,Keeps my granddaughter in touch with her friends
807,Works as advertised,5.0 out of 5 stars,Great gift for the kids. Works as advertised. We'll see if the controller drift issues surface on this or not...
808,Very quick shipping,5.0 out of 5 stars,it is a gift
809,My son won't stop playing it!!!,5.0 out of 5 stars,I must say the turquoise is a very bright vibrant color! And my son loves it! It was a great purchase!!!
810,nice,5.0 out of 5 stars,everything
811,9.5 out of 10,5.0 out of 5 stars,Wish you could HDMI out to a tv but it’s beautiful.
812,Fantastic,5.0 out of 5 stars,"It’s fantastic, and my daughter plays it everyday."
813,Make sure to have a good sized micro sd ready!,5.0 out of 5 stars,Absolutely love it! So far have had no issues whatsoever!
814,Best color ever,5.0 out of 5 stars,All my daughters friends are jealous of this color.
815,Awesome,5.0 out of 5 stars,"Got this for my wife and it came as expected. Still slightly uncomfortable to hold after awhile, but it's nothing gamebreaking."
816,Nintendo switch,4.0 out of 5 stars,Love new game toy
817,Love for handheld fun!,5.0 out of 5 stars,Amazing! The perfect size console for me! All (most) of the functionality of the full switch just a smaller travel size!
818,Bueno,5.0 out of 5 stars,Me encanta... compre 2
819,"It arrived early, thanks.",5.0 out of 5 stars,"It was a gift for my son, very pleased."
820,It is an excellent game system.,5.0 out of 5 stars,This was a very great product I bought.
821,it is the best,5.0 out of 5 stars,i liked it  and it is the best electronic
822,Exactly as ordered.,5.0 out of 5 stars,The boy loves it.  It seems faster than the standard switch and doesn't have removable controllers to lose.
823,Great,5.0 out of 5 stars,"It was a gift for my son,  he loves it"
824,I'm in love with it,5.0 out of 5 stars,I love it. No problems with it at all
825,Works but not what I expected,3.0 out of 5 stars,"Was not the US version and no where did it specify it was not, works as intended otherwise"
826,Great on the go gaming,5.0 out of 5 stars,"Bought this for my 7 year old, and he LOVES it!  We don’t go anywhere without it."
827,good,5.0 out of 5 stars,Fast shipping and perfect condition! Making quarantine much more enjoyable
828,"clean, works and everything's perfect. Even arrived early",5.0 out of 5 stars,"clean, works and everything's perfect. Even arrived early"
829,Easy quick perfect,5.0 out of 5 stars,Love it
830,Great game system,5.0 out of 5 stars,My sister loves it !
831,I wish I had bought a switch,2.0 out of 5 stars,"The switch lite was for our second child - things I have found:- It's VERY difficult to share digital purchases. Lots of lockouts between devices. Ended up setting up a second account and re-buying games- I will only buy physical switch games from now on - easier to share games between my kids- Switch Lite screen and resolution aren't nearly as good as switch- WiFi doesn't seem to work as well, despite supporting same connectionsOverall, I'm sad I got this - should have sprung for a second full switch."
832,Nintendo Switch Lite - Turquoise,5.0 out of 5 stars,"Daughter loves it, great color and such a difference from the older version."
833,getting a product warranty or getting it fixed,3.0 out of 5 stars,"I need more info in how to get this product fixed or replace, so far I have not got any info to that will help me"
834,Excellent,5.0 out of 5 stars,None
835,The perfect system for anti social people,5.0 out of 5 stars,I love my switch so much. It's like a regular switch except you dont have to share
836,"Cute, Quick Shipping",5.0 out of 5 stars,"Got here quicker than expected, love the console :)"
837,5/5,5.0 out of 5 stars,"Didn’t come damaged, I’m satisfied"
838,Fav gift of 2019,5.0 out of 5 stars,Bought this for my 11 yr old and she loves it. No complaints!
839,Good gift,5.0 out of 5 stars,My daughter loves it
840,Switch,5.0 out of 5 stars,I love my switch!
841,It's a nintendo. It works and my son loved it,5.0 out of 5 stars,Not much to say but that it's a nintendo switch lite. My son loved it
842,She loves it!,5.0 out of 5 stars,My daughter loves it! Shipped faster than originally said!
843,I loved,5.0 out of 5 stars,With the console they give me a beautiful gift
844,Great buy!,5.0 out of 5 stars,Perfect! Great condition and is exactly what I wanted
845,Exactly as pictured,5.0 out of 5 stars,Just as pictured.Love this switch my son plays fortnite mobile on it.5 stars
846,nice,5.0 out of 5 stars,Item received in great condition! everything is great
847,So much fun!,5.0 out of 5 stars,Came in totally perfect and I love it so far
848,Dead Charging Cable,3.0 out of 5 stars,On day 3 of owning the device and the charge cable already quit working.  Doesn't give me high hopes for the longevity of the actual system.
849,Great Christmas gift,5.0 out of 5 stars,"Love it, gave it to my boyfriend as a Christmas gift and he loves it"
850,Switch lite,5.0 out of 5 stars,This is just as great as the original Switch.
851,It's Good,5.0 out of 5 stars,Super light for portability and plays console worthy games. Battery life is pretty decent as well.
852,Review,5.0 out of 5 stars,My son loves it but the battery doesn't last long
853,Love it,5.0 out of 5 stars,Great product and my kid loves it. Worth every penny.
854,Own it!,5.0 out of 5 stars,It is the perfect portable game with the power of a console. Outstanding product!
855,Mom's X-mas Present,5.0 out of 5 stars,This was a X-mas present for my mother. She is enjoying the system
856,All good!,5.0 out of 5 stars,"As expected,  and arrived on time."
857,1 month to get here.,3.0 out of 5 stars,I bought it off of Amazon because I thought it would be quickly to get here. I was sooo wrong. I waited a whole month for it.The product itself is amazing. But 3 stars for delivery.
858,"Great console, bad joysticks",2.0 out of 5 stars,"Much lighter than I had anticipated but is very easy to hold for long periods of time. Unfortunately, I encountered issues with the Lite within a few days of receiving it, experiencing the joystick issue mentioned in other reviews here and elsewhere online. The Lite itself is a great unit, but it is unplayable to the extent I had to purchase a separate controller to use until the Nintendo repair centers open back up and accept repair orders. Hopefully a warranty repair will resolve the issue."
859,Awesome,5.0 out of 5 stars,Came in a timely manner and live the system
860,Easier to use,5.0 out of 5 stars,Like the compactness of it compared to the regular switch
861,Good price.,5.0 out of 5 stars,My daughter loves it.
862,Good console,5.0 out of 5 stars,Good console
863,Wasn’t disappointed,5.0 out of 5 stars,Shipped fast and came in perfect
864,Christmas gift,5.0 out of 5 stars,Christmas present for my grandson. Will know more about it's functionality and durability around Dec. 26.
865,I am happy with my purchase,5.0 out of 5 stars,Came early. And was just as described. I love it.
866,Wonderful and exciting.,5.0 out of 5 stars,Getting to know it but I love it
867,Love it,5.0 out of 5 stars,Works great no problems
868,Love it!,5.0 out of 5 stars,"I love it's portability, great battery life, and it plays pretty much all all my switch games."
869,Nintendo switch,5.0 out of 5 stars,Love the product it's a Good investment
870,New As described,5.0 out of 5 stars,Nintendo switch came as described! Love it!
871,Great gaming system,5.0 out of 5 stars,Quick delivery and great Nintendo product. My kids can now share the Nintendo game
872,Yes,5.0 out of 5 stars,Got it for my husband he loves it
873,Early arrival,5.0 out of 5 stars,This is a great purchase and arrived early.
874,Nintendo Switch Lite,5.0 out of 5 stars,Love it and it works amazing ‼️
875,Nintendo switch lite,5.0 out of 5 stars,Perfect!
876,Completely Defective,1.0 out of 5 stars,"Got it , was really excited about it and quickly found out it was defective. The L trigger button doesn't work and gets jammed.I've sent it in to Nintendo 2 times to get repaired. They claim they did it, replaced the part that was broken. Yet every time I got it back it stopped working less than an 1 hour after I started using itThe thumbsticks also feel loose and maks weird sounds and they don't move in the right wayTo be completely honest. This was an absolute waste of money, it's probably that my switch was a defective or maybe a lemon,  but it's no excuse.  I've waited over a month between repairs and still hasn't been fixed or repaired and they ( Nintendo) refuses to replace my systemI doubt I'll be buying any future Nintendo Products anytime soon, I'm a college student and was really wanting a portable gaming device to take with me around campus."
877,great gift,5.0 out of 5 stars,perfect gift
878,"Portable, light , and lots of fun.",4.0 out of 5 stars,I like everything about this game. Use it at work on down time.
879,Perfect,5.0 out of 5 stars,I love it and it’s so cute
880,Very pleased with my purchase!,5.0 out of 5 stars,Item was shipped in a day or so after purchasing! Works great!
881,Really enjoyable,5.0 out of 5 stars,"Love it, totally worth the money"
882,good shop,5.0 out of 5 stars,Son loves it.pricy but nice.
883,Awesome Switch,5.0 out of 5 stars,Got this for my daughter for Christmas and she loves it!
884,Enjoyment,5.0 out of 5 stars,A gift to my granddaughter  She really loves it.
885,Sick,5.0 out of 5 stars,I can play Stardew Valley with my boo now
886,Great Job!,5.0 out of 5 stars,Arrived earlier than expected 10/10 would recommend.
887,They are Great for traveling,5.0 out of 5 stars,Buy two of them for my boys for Christmas they Love them
888,Excelente consola,5.0 out of 5 stars,Regalo navideño para mi hijo de 8 años... Simplemente encantado... Maravillado...
889,PROMPT SERVICE,5.0 out of 5 stars,LOVE IT...
890,Great!,5.0 out of 5 stars,Perfect. Arrived before expected and works amazing ❣️
